"Timestamp","Confidentiality and Privacy: We highly value your privacy. All responses you provide will be treated with strict confidentiality and anonymity. The results will only be examined in an aggregated manner. Your personal details will not be disclosed to any third parties, and the gathered data will solely be utilized for research purposes.
Voluntary Participation: Your involvement in this study is entirely optional, and you retain the right to withdraw at any point while the questionnaire is accessible for completion. However, we will appreciate if you take some time to fill it up.
Contact Information: If you have any questions or concerns regarding the study, please don't hesitate to reach out to us at mir.hossain01@northsouth.edu.
By selecting the ""I Agree"" checkbox below, you signify your voluntary consent to participate in this research study.","What is your age?","What is your Gender?","What is your Occupation?","How many hours per day, on average, do you spend on digital devices (smartphones, computers, tablets)?","Which digital device do you use most frequently? ","How often do you check your smartphone within an hour of waking up?","How often do you check your smartphone within an hour of going to bed?","Do you use technology for work or academic purposes?","How often do you use social media platforms?","How many hours per day do you typically spend watching TV or streaming services?","Do you use technology as a means of relaxation or entertainment?","What type of content do you most frequently consume online?","What emotions do you associate with your use of technology?","On a scale from 1 to 5, how would you rate your overall mental well-being currently? ","Over the past two weeks, how often have you experienced symptoms such as sadness, hopelessness, or a lack of interest or pleasure in activities?","How often do you find it difficult to concentrate or make decisions?","How would you describe the quality of your sleep over the past month?","Have you experienced changes in your appetite or weight (loss or gain) recently?","How often do you experience physical symptoms such as headaches, stomachaches, or other unexplained pains?","How would you rate your energy levels and motivation on an average day?","Do you engage in activities that you used to enjoy, or have you lost interest in them?","How often do you feel overwhelmed by stress?","Do you feel a sense of isolation or disconnection from others?","Do you have a support system or someone you feel comfortable talking to about your mental health?","How often do you engage in activities or practices that promote mental well-being (e.g., exercise, meditation, hobbies)?","Have you ever intentionally taken a break from using digital devices for a designated period (digital detox)?","If yes, how long was your longest digital detox?","What encouraged you to take a digital detox? ","How did you feel during your digital detox?","Did you set specific goals or rules for your digital detox? (e.g., no social media, no screens after a certain hour)","Would you consider making digital detox a regular practice in your life?","How did your digital detox experience impact your subsequent use of technology?","What is the biggest challenge that you faced during your digital detox, if any? ","How do you manage stress related to technology?","On a scale from 1 to 5, how effective do you find these strategies in managing stress related to technology? "," How often do you engage in physical activities (e.g., exercise, yoga) as a self-care practice to manage stress?","Are there any particular outdoor activities you find helpful in reducing stress related to technology? (e.g., walking, hiking, gardening)","What are your coping strategies for technology-related stress?"
"2023/11/02 2:02:17 AM GMT+6","I Agree","24","Male","Student","5-6 hours","Smartphone","Often","Always","Yes","Multiple times a day","1-2 hours","Yes","Entertainment (videos, movies, music)","Excitement","4","Occasionally","Rarely","Poor","No changes","Rarely","Moderate","Have lost interest","Occasionally","Yes","Yes","Occasionally","Yes","More than a week","Improving productivity","Relaxed and refreshed","Yes","Yes","Used technology less","Social pressure to stay connected","Engage in outdoor activities","4","Occasionally","Yes","I attend social events or gatherings"
"2023/11/02 3:42:12 AM GMT+6","I Agree","24","Male","Student","3-4 hours","Smartphone","Often","Often","Yes","Multiple times a day","Less than 1 hour","Yes","Entertainment (videos, movies, music)","Relaxation","4","Occasionally","Rarely","Fair","Weight gain","Rarely","High","Still enjoy activities","Occasionally","No","Yes","Occasionally","No","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","No","I have never practiced digital detox","I have never practiced digital detox","Practice mindfulness or meditation","4","Always","Yes","I prefer to cope alone"
"2023/11/02 7:36:13 PM GMT+6","I Agree","24","Male","Student","5-6 hours","Smartphone","Always","Always","Yes","Multiple times a day","Less than 1 hour","Yes","News and information","Frustration","2","Frequently","Occasionally","Good","Increased appetite","Occasionally","Moderate","Have lost interest","Frequently","No","Yes","Occasionally","No","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","Yes","I have never practiced digital detox","I have never practiced digital detox","Take short breaks from screens","3","Occasionally","Yes","I prefer to cope alone"
"2023/11/03 12:50:37 AM GMT+6","I Agree","24","Male","Student","More than 6 hours","Computer/Laptop","Always","Always","Yes","Multiple times a day","Less than 1 hour","Yes","Work-related content","Joy","4","Not at all","Rarely","Good","No changes","Frequently","High","Still enjoy activities","Rarely","No","Yes","Occasionally","Yes","Less than a day","Improving productivity","Relaxed and refreshed","No","Yes","Used technology more mindfully","Difficulty staying disconnected","Practice mindfulness or meditation","4","Frequently","No","I prefer to cope alone"
"2023/11/03 1:03:03 AM GMT+6","I Agree","25","Male","Student","More than 6 hours","Computer/Laptop","Often","Always","Yes","Multiple times a day","Less than 1 hour","Yes","Educational content","Excitement","4","Occasionally","Frequently","Excellent","Weight loss","Rarely","High","Have lost interest","Occasionally","Yes","No","Rarely","Yes","More than a week","Improving productivity","No significant change","Yes","No","Used technology less","Difficulty staying disconnected","Take short breaks from screens","4","Rarely","Yes","I prefer to cope alone"
"2023/11/03 1:08:21 AM GMT+6","I Agree","24","Female","Student","More than 6 hours","Smartphone","Often","Always","Yes","Multiple times a day","3-4 hours","Yes","Entertainment (videos, movies, music)","Relaxation","2","Occasionally","Occasionally","Fair","Weight gain","Occasionally","Moderate","Still enjoy activities","Frequently","No","Yes","Occasionally","Yes","1-3 days","Improving productivity","Anxious or stressed","Yes","No","Used technology more mindfully","Difficulty staying disconnected","Take short breaks from screens","4","Occasionally","Yes","I seek support from friends or family"
"2023/11/03 1:19:49 AM GMT+6","I Agree","36","Male","Employed (full-time)","1-2 hours","Computer/Laptop","Rarely","Occasionally","Yes","Once a day","3-4 hours","Yes","Entertainment (videos, movies, music)","Relaxation","5","Not at all","Rarely","Fair","No changes","Never","High","Still enjoy activities","Rarely","Yes","Yes","Almost daily","Yes","More than a week","Curiosity or personal experiment","Relaxed and refreshed","Yes","Yes","Used technology more mindfully","None, it was easy and enjoyable","Practice mindfulness or meditation","5","Always","Yes","I prefer to cope alone"
"2023/11/03 6:02:21 AM GMT+6","I Agree","15","Female","Student","More than 6 hours","Smartphone","Always","Always","No","Multiple times a day","Less than 1 hour","Yes","entertainment, social media updates and educational content","Relaxation","4","Occasionally","Almost all the time","Good","No changes","Occasionally","High","Still enjoy activities","Occasionally","No","Yes","Occasionally","Yes","1-3 days","Improving productivity","Relaxed and refreshed","Yes","No","No change","FOMO (Fear of Missing Out)","Take short breaks from screens","3","Occasionally","Yes","I seek support from friends or family"
"2023/11/03 4:28:57 PM GMT+6","I Agree","17","Female","Student","Less than 1 hour","Smartphone","Always","Never","Yes","Once a day","1-2 hours","Yes","News and information","Relaxation","2","Not at all","Never","Good","No changes","Occasionally","Moderate","Still enjoy activities","Occasionally","No","Yes","Occasionally","Yes","Less than a day","Feeling overwhelmed or stressed","Relaxed and refreshed","Yes","Yes","Used technology less","Social pressure to stay connected","Take short breaks from screens","1","Occasionally","Yes","I prefer to cope alone"
"2023/11/03 8:08:33 PM GMT+6","I Agree","25","Male","Student","3-4 hours","Smartphone","Occasionally","Rarely","Yes","Multiple times a day","Less than 1 hour","Yes","News and information","Relaxation","2","Almost all the time","Occasionally","Poor","Increased appetite","Occasionally","Moderate","Have lost interest","Rarely","Yes","No","Rarely","Yes","1-3 days","Focusing on in-person relationships","Relaxed and refreshed","No","Yes","Used technology more mindfully","Social pressure to stay connected","Unplug from technology for a designated period","4","Frequently","Yes","I prefer to cope alone"
"2023/11/03 8:16:04 PM GMT+6","I Agree","23","Female","Student","More than 6 hours","Smartphone","Always","Always","Yes","Multiple times a day","Less than 1 hour","Yes","Social media updates","Joy","5","Occasionally","Occasionally","Good","Weight loss","Frequently","Moderate","Still enjoy activities","Occasionally","Yes","Yes","Almost daily","Yes","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","No","I have never practiced digital detox","I have never practiced digital detox","Take short breaks from screens","3","Occasionally","Yes","I prefer to cope alone"
"2023/11/03 8:47:52 PM GMT+6","I Agree","23","Female","Student","5-6 hours","Smartphone","Always","Always","Yes","Multiple times a day","Less than 1 hour","Yes","Entertainment (videos, movies, music)","Anxiety","2","Frequently","Occasionally","Fair","Increased appetite","Frequently","Moderate","Still enjoy activities","Frequently","Yes","Yes","Rarely","No","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","No","I have never practiced digital detox","FOMO (Fear of Missing Out)","Set specific time limits for technology use","2","Never","Yes","I prefer to cope alone"
"2023/11/03 8:54:03 PM GMT+6","I Agree","24","Male","Student","More than 6 hours","Smartphone","Always","Always","Yes","Multiple times a day","Less than 1 hour","Yes","Entertainment (videos, movies, music)","Relaxation","4","Not at all","Rarely","Good","No changes","Rarely","Low","Still enjoy activities","Occasionally","No","Yes","Occasionally","No","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","Yes","I have never practiced digital detox","I have never practiced digital detox","Set specific time limits for technology use","3","Occasionally","Yes","I attend social events or gatherings"
"2023/11/03 8:56:15 PM GMT+6","I Agree","24","Male","Student","5-6 hours","Smartphone","Often","Often","Yes","Several times a week","3-4 hours","Yes","Social media updates","Stress","2","Occasionally","Occasionally","Fair","Weight loss","Occasionally","Moderate","Still enjoy activities","Occasionally","Yes","Yes","Frequently","Yes","I have never practiced digital detox","Noticing negative effects on mental health","Relaxed and refreshed","Yes","Yes","Used technology less","Difficulty staying disconnected","Set specific time limits for technology use","2","Rarely","Yes","I participate in online communities or forums"
"2023/11/03 8:58:02 PM GMT+6","I Agree","22","Female","Student","More than 6 hours","Smartphone","Always","Often","Yes","Multiple times a day","Less than 1 hour","Yes","Entertainment (videos, movies, music)","Relaxation","3","Occasionally","Occasionally","Good","Weight gain","Almost all the time","Moderate","Still enjoy activities","Occasionally","No","Yes","Occasionally","Yes","I have never practiced digital detox","Feeling overwhelmed or stressed","Anxious or stressed","No","Yes","Used technology less","Boredom","Engage in outdoor activities","1","Rarely","Yes","I seek support from friends or family"
"2023/11/03 9:00:35 PM GMT+6","I Agree","23","Male","Student","5-6 hours","Smartphone","Always","Always","Yes","Several times a week","Less than 1 hour","Yes","News and information","Joy","3","Occasionally","Occasionally","Fair","Weight gain","Occasionally","Moderate","Still enjoy activities","Occasionally","Yes","No","Rarely","No","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","No","I have never practiced digital detox","I have never practiced digital detox","Take short breaks from screens","3","Never","No","I prefer to cope alone"
"2023/11/03 9:00:53 PM GMT+6","I Agree","26","Female","Student","3-4 hours","Smartphone","Often","Often","Yes","Multiple times a day","3-4 hours","Yes","Entertainment (videos, movies, music)","Joy","4","Occasionally","Occasionally","Good","No changes","Rarely","High","Still enjoy activities","Occasionally","No","Yes","Frequently","Yes","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","No","I have never practiced digital detox","I have never practiced digital detox","Take short breaks from screens","4","Frequently","Yes","I prefer to cope alone"
"2023/11/03 9:01:24 PM GMT+6","I Agree","15","Male","Student","1-2 hours","Smartphone","Occasionally","Often","Yes","Multiple times a day","Less than 1 hour","Yes","Work-related content","Relaxation","3","Not at all","Frequently","Very Poor","Weight loss","Rarely","High","Still enjoy activities","Rarely","No","No","Almost daily","Yes","Less than a day","Improving productivity","Relaxed and refreshed","Yes","Yes","Used technology less","Social pressure to stay connected","Engage in outdoor activities","3","Always","Yes","I attend social events or gatherings"
"2023/11/03 9:04:56 PM GMT+6","I Agree","22","Female","Student","3-4 hours","Smartphone","Often","Occasionally","Yes","Multiple times a day","Less than 1 hour","Yes","Social media updates","Excitement","3","Occasionally","Occasionally","Fair","Loss of appetite","Rarely","Low","Have lost interest","Frequently","Yes","Yes","Occasionally","No","I have never practiced digital detox","I have never practiced digital detox","I have never practiced digital detox","No","Yes","I have never practiced digital detox","I have never practiced digital detox","Take short breaks from screens","2","Rarely","Yes","I prefer to cope alone"
"2023/11/03 9:07:33 PM GMT+6","I Agree","21","Male","Student","3-4 hours","Smartphone","Always","Always","Yes","Multiple times a day","5-6 hours","Yes","Entertainment (videos, movies, music)","Sadness","1","Almost all the time","Almost all the time","Fair","No changes","Frequently","Low","Have lost interest","Rarely","Yes","No","Rarely","Yes","Less than a day","Improving productivity","No significant change","No","No","No change","Boredom","Take short breaks from screens","3","Occasionally","Yes","I seek support from friends or family"
"2023/11/03 9:15:26 PM GMT+6","I Agree","24","Male","Student","5-6 hours","Smartphone","Always","Always","Yes","Multiple times a day","3-4 hours","Yes","Entertainment (videos, movies, music)","Joy","2","Frequently","Frequently","Poor","Loss of appetite","Occasionally","Low","Have lost interest","Frequently","Yes","No","Rarely","Yes","Less than a day","Noticing negative effects on mental health","Relaxed and refreshed","No","Yes","No change","Boredom","Engage in outdoor activities","4","Rarely","Yes","I prefer to cope alone"
"2023/11/03 9:18:55 PM GMT+6","I Agree","23","Female","Student","More than 6 hours","Smartphone","Always","Always","Yes","Multiple times a day","Less than 1 hour","Yes","Entertainment (videos, movies, music)","Sadness","2","Frequently","Almost all the time","Fair","Weight gain","Frequently","Moderate","Still enjoy activities","Frequently","Yes","No","Occasionally","Yes","Less than a day","Feeling overwhelmed or stressed","Relaxed and refreshed","Yes","Yes","Used technology more mindfully","Boredom","Engage in outdoor activities","5","Occasionally","Yes","I prefer to cope alone"
"2023/11/03 9:19:25 PM GMT+6","I Agree","23","Female","Student","5-6 hours","Smartphone","Rarely","Never","Yes","Multiple times a day","Less than 1 hour","Yes","Entertainment (videos, movies, music)","Relaxation","3","Frequently","Occasionally","Good","Loss of appetite","Frequently","Moderate","Still enjoy activities","Occasionally","Yes","No","Rarely","Yes","1-3 days","Feeling overwhelmed or stressed","No significant change","No","No","No change","Boredom","Take short breaks from screens","3","Rarely","Yes","I prefer to cope alone"
